dataset,budget,candidate,dr_value,dr_ci_low,dr_ci_high,snips_value,qini,ess,n_seeds
hillstrom_womens_visit,0.25,class_transformation,0.11731783993083413,0.11117549794400294,0.12333803104504004,0.1179745487949899,0.0185942556357922,10655.333333333334,3
hillstrom_womens_visit,0.25,random,0.11657043950222946,0.11037809822187816,0.1223704398172945,0.11655072316734544,0.0019382230325310328,10702.666666666666,3
hillstrom_womens_visit,0.5,causal_forest,0.13733656956778315,0.1305360619551151,0.14414688465350847,0.1371402442488981,0.060242100816343534,10717.0,3
hillstrom_womens_visit,0.5,dr_learner,0.13665533903453278,0.1304809461848627,0.14365033400720376,0.13622108813382075,0.0612625883206162,10697.0,3
hillstrom_womens_visit,0.5,s_learner,0.1350395288598548,0.12849998134065857,0.14204311967246774,0.13491491737535963,0.0474498973068616,10730.333333333334,3
hillstrom_womens_visit,0.5,x_learner,0.1346482098577865,0.1279473815123451,0.14127747388609488,0.13466252281967542,0.0533050887037827,10714.333333333334,3
hillstrom_womens_visit,0.5,t_learner,0.1298984449409055,0.12347429288872774,0.1364431385143144,0.13003391697293407,0.029028429704850405,10758.333333333334,3
hillstrom_womens_visit,0.5,response_score,0.12555861793162437,0.119564320797985,0.13169879610167923,0.1259059822936871,0.014041814371893934,10661.666666666666,3
hillstrom_womens_visit,0.5,class_transformation,0.12548881646503682,0.1192654293111644,0.1314460393706653,0.12629518622777333,0.0185942556357922,10701.0,3
hillstrom_womens_visit,0.5,random,0.1236689513880751,0.117022360698601,0.12964027443576784,0.12363176342830091,0.0019382230325310328,10712.333333333334,3
