scenario,candidate,reference,metric,mean_diff,ci_low,ci_high,relative_pct,n_seeds,verdict
lead_observed_confounding|observed_confounding|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-7174.108943119965,-9595.881194912667,-4394.162509136686,-2.8617624015062755,8,worse
lead_observed_confounding|observed_confounding|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,31480.689247591967,22095.723125671357,42498.1014164401,12.557692331764619,8,better
lead_observed_confounding|observed_confounding|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,2285.7194661178437,-1788.5020627957128,6530.52098697465,0.9117767907330286,8,no meaningful evidence of difference
lead_observed_confounding|observed_confounding|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,536.2479232075348,0.0,1608.7437696226043,0.2139100697645324,8,no meaningful evidence of difference
lead_observed_confounding|observed_confounding|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-2981.8884794580954,-9094.398525959057,2526.881795178797,-1.189479613936105,8,no meaningful evidence of difference
lead_observed_confounding|observed_confounding|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-5868.642338099071,-9408.453504950961,-2041.7728635019557,-2.3410098904569927,8,worse
lead_observed_confounding|observed_confounding|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,26152.506296735075,16951.809983881394,37613.53579894714,10.432272470147941,8,better
lead_observed_confounding|observed_confounding|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,26223.532592996908,17618.142079179655,36586.46855074915,10.460604962137108,8,better
lead_observed_confounding|observed_confounding|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-5662.339244156283,-13748.621393230424,2726.5770902576733,-2.258715288822029,8,no meaningful evidence of difference
lead_observed_confounding|observed_confounding|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,73967.78627499987,61916.18936160989,87782.56090394076,29.505856596650638,8,better
lead_observed_confounding|observed_confounding|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,31322.066558095485,21902.09736597088,42494.24135403073,12.494417512211989,8,better
lead_observed_confounding|observed_confounding|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,33001.89791698286,24291.356415908358,42916.76163874217,13.164504663361999,8,better
lead_observed_confounding|observed_confounding|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-8142.601258987515,-12733.759097715336,-1227.5291427890297,-3.2480953827408965,8,worse
lead_observed_confounding|observed_confounding|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,31904.725090383192,23114.228041164602,42218.030837295,12.726840840856429,8,better
lead_observed_confounding|observed_confounding|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,28616.608871878867,18764.912340571445,39709.61455205828,11.41520654027576,8,better
lead_observed_confounding|observed_confounding|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,26477.631708831246,18819.708883493324,35829.09033045966,10.561965465820018,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-10768.845180446024,-14359.571437458886,-7447.0886695762565,-5.273409659598403,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,13347.32473569653,7358.190218893398,19055.078190696586,6.536068632393835,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,-847.9881579657285,-7297.895301578822,5291.131240614779,-0.4152524127249378,8,no meaningful evidence of difference
lead_policy_feedback_loop|policy_feedback_loop|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-41116.90151324436,-49043.96107274838,-35587.126784875385,-20.134588433531412,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,4543.811220425454,-1953.3908899388298,12168.985455716327,2.2250647659687837,8,no meaningful evidence of difference
lead_policy_feedback_loop|policy_feedback_loop|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,-7267.881203057104,-13591.241669842733,-1840.957558105205,-3.559018102573148,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-14896.552486171595,-18284.189021918064,-11828.019530681988,-7.29471196390979,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-12512.126175470632,-16127.107104454517,-9031.369411275515,-6.127079174250699,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,24173.4343127981,18384.70278000491,29927.714704676542,11.837520168109352,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,1217.9153782187968,-2039.0269799801426,5672.042789486612,0.5964025494334794,8,no meaningful evidence of difference
lead_policy_feedback_loop|policy_feedback_loop|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,24.971638876668294,0.0,74.91491663000488,0.01222839398855314,8,no meaningful evidence of difference
lead_policy_feedback_loop|policy_feedback_loop|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-4196.45628577565,-8626.574300451286,82.08215224782657,-2.0549680808555544,8,no meaningful evidence of difference
lead_policy_feedback_loop|policy_feedback_loop|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-6094.49286092227,-8558.455669817637,-3463.400848581243,-2.984420054761144,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,18345.925835586524,13929.649254290009,23139.29976987057,8.983840039907683,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,22749.483802712282,17235.567312015915,28892.003902454875,11.140224009714247,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-5318.07922179691,-14023.899525184659,3316.549062238608,-2.6042170603080246,8,no meaningful evidence of difference
lead_policy_feedback_loop|policy_feedback_loop|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,67951.0023477737,54231.62864628092,83397.24255847132,33.27501381585487,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,24712.626089833728,19113.136561055326,30277.00973054483,12.101557683530103,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,27188.975354349073,21770.406806982952,32654.56026511003,13.31420434277883,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-10948.880954689339,-14279.255772209257,-7309.468357546277,-5.36157160965521,8,worse
lead_policy_feedback_loop|policy_feedback_loop|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,25728.55570236405,18585.094030478624,32825.47793505385,12.59904956333885,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,17837.75853503459,9588.332982355547,26073.34568737728,8.734994940315342,8,better
lead_policy_feedback_loop|policy_feedback_loop|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,17399.10701232178,9090.429862843448,26005.164472063712,8.520191111463612,8,better
lead_propensity_not_uplift|propensity_not_uplift|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-7200.426281537177,-12142.274225672474,-1166.5988131186023,-2.3264332187387136,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,5947.520877428553,2881.2272888352127,8340.806474347366,1.9216237480092542,8,statistically better but below practical threshold
lead_propensity_not_uplift|propensity_not_uplift|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,969.9097710471724,-3954.0891561614553,5697.172998052407,0.3133745451056392,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-27060.05696314491,-34067.21104523371,-18751.487865247334,-8.74301228268149,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,4128.662310903324,1475.9952221158746,6686.277708041329,1.3339567372099406,8,statistically better but below practical threshold
lead_propensity_not_uplift|propensity_not_uplift|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,-4863.026922775614,-10020.846063808745,1172.4844172699195,-1.5712274432661284,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-7662.793305794345,-13388.43090443953,-1572.7377501501505,-2.475822430213511,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-8981.11204210965,-14526.199527483403,-2829.358243460112,-2.901766725888574,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,-273.99626214049204,-4654.845056228318,3607.0753081064613,-0.08852725951633508,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,2603.472110638475,-966.4201250548067,6534.950114544459,0.8411729757972202,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,-815.3139204730905,-2108.112648550574,0.0,-0.2634251520847125,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-4530.449593304173,-8652.344870894762,-388.3369646286236,-1.4637728403260655,8,statistically worse but below practical threshold
lead_propensity_not_uplift|propensity_not_uplift|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-4738.750323762266,-8833.405812681583,-226.5167954041433,-1.5310740972069001,8,statistically worse but below practical threshold
lead_propensity_not_uplift|propensity_not_uplift|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,-7444.746494097784,-11855.281029375656,-2356.887839405874,-2.405372247663673,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,-6038.258652752647,-11090.919230976033,-63.70744631664638,-1.9509408143126339,8,statistically worse but below practical threshold
lead_propensity_not_uplift|propensity_not_uplift|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-8791.21173615054,-14860.238293131448,-3662.1831599143734,-2.840410583521736,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,45781.74821714313,39172.03994594915,53365.58515436866,14.791926991516378,8,better
lead_propensity_not_uplift|propensity_not_uplift|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,-1045.4273244150318,-5000.57489405444,2533.163649241458,-0.3377740095100377,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,-1145.3459621955262,-4836.0478897898865,2120.235902059367,-0.37005738121814136,8,no meaningful evidence of difference
lead_propensity_not_uplift|propensity_not_uplift|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-8744.809372712294,-12886.204525337656,-3500.7480698335094,-2.8254181378650776,8,worse
lead_propensity_not_uplift|propensity_not_uplift|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,12373.002258573717,7408.960926288503,17090.80301377586,3.9976749076208713,8,better
lead_propensity_not_uplift|propensity_not_uplift|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,8938.613658831255,5040.930007103015,12986.858823134913,2.888035642931019,8,better
lead_propensity_not_uplift|propensity_not_uplift|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,6813.843134473635,3562.7642727746825,9828.56717999337,2.2015295199897587,8,better
lead_rare_outcome|rare_outcome|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-3286.6922843267903,-6478.311941302695,-511.632427879259,-3.8744328468813505,8,worse
lead_rare_outcome|rare_outcome|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,7826.576755696628,3370.752032326916,12794.209219837356,9.226159140456385,8,better
lead_rare_outcome|rare_outcome|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,-1736.6795587367178,-4381.714161477566,1072.6835548445022,-2.0472401261790685,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-17662.802848634936,-23935.489405757733,-12091.546606746637,-20.82134182475127,8,worse
lead_rare_outcome|rare_outcome|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,3587.7542836170433,-2.5662744668770756,7991.499832039278,4.229332058030607,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,-1349.3949185138617,-3486.1174429769235,780.5267482032185,-1.59069956765842,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-6144.169829792509,-8734.903289715829,-3780.8295857588373,-7.242896914592502,8,worse
lead_rare_outcome|rare_outcome|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-4511.918988165813,-8133.949618177602,-1340.6443981528455,-5.31875990143018,8,worse
lead_rare_outcome|rare_outcome|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,15410.1455273984,10728.343072741676,21141.997362328602,18.165854555746318,8,better
lead_rare_outcome|rare_outcome|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,1702.232101392441,-1113.9224132675345,4893.320477490171,2.0066326251779376,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,339.14613818241105,0.0,1017.4384145472332,0.39979372085818493,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-585.8769161565006,-1771.4091310360109,305.37965776707614,-0.69064596616207,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-2536.6252363345075,-5338.919892050093,310.32736008967584,-2.990235557721413,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,15301.06243634339,11263.77209315363,20013.641323948505,18.03726475345838,8,better
lead_rare_outcome|rare_outcome|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,17743.993125778336,13588.172428084157,22110.691958750867,20.917050899224673,8,better
lead_rare_outcome|rare_outcome|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-1339.522181804954,-5475.996165333636,3365.233902999902,-1.5790613453715292,8,no meaningful evidence of difference
lead_rare_outcome|rare_outcome|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,33160.813893155144,22252.373244520426,47806.41528516947,39.09077439030044,8,better
lead_rare_outcome|rare_outcome|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,15426.841329527208,10918.460654253366,21388.087295803027,18.18553597359044,8,better
lead_rare_outcome|rare_outcome|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,16658.39445001347,11064.073504667645,23957.69542297616,19.637320762037273,8,better
lead_rare_outcome|rare_outcome|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-3926.0654638778733,-7243.474191395565,-1012.1175517004585,-4.628141510172014,8,worse
lead_rare_outcome|rare_outcome|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,15176.078134558673,10142.990617068419,21886.70266732991,17.88993021700407,8,better
lead_rare_outcome|rare_outcome|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,9997.416834540567,5317.526010533708,15169.055955189162,11.785198253094894,8,better
lead_rare_outcome|rare_outcome|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,9451.35794539034,4802.727679303376,15381.73719547567,11.141490746145081,8,better
lead_seasonality_trend|seasonality_trend|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-11614.522845890217,-17100.95318261521,-5833.836336437732,-4.539940978808743,8,worse
lead_seasonality_trend|seasonality_trend|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,17455.64030730264,9841.160943824478,25042.855411070286,6.823145280609659,8,better
lead_seasonality_trend|seasonality_trend|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,7444.244545867146,-295.887272627755,15732.02995776138,2.9098423859930294,8,no meaningful evidence of difference
lead_seasonality_trend|seasonality_trend|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-47191.27274858947,-54081.851809862026,-41126.46739318834,-18.446353400499113,8,worse
lead_seasonality_trend|seasonality_trend|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,15492.246030094117,8398.945938605244,22726.510762402166,6.05568421010932,8,better
lead_seasonality_trend|seasonality_trend|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,-6382.568602523861,-10795.597696989827,-1086.4920722593743,-2.4948493479359266,8,worse
lead_seasonality_trend|seasonality_trend|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-11942.561097430204,-16593.581707862726,-7491.355843434601,-4.668166160380462,8,worse
lead_seasonality_trend|seasonality_trend|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-17963.933187651557,-24582.089439970812,-12031.537786547084,-7.021829265079097,8,worse
lead_seasonality_trend|seasonality_trend|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,25497.373034040764,17793.23792746002,34320.27187184474,9.966536742417704,8,better
lead_seasonality_trend|seasonality_trend|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,4062.792354492456,747.2499166897869,8066.806753701636,1.588083965505121,8,statistically better but below practical threshold
lead_seasonality_trend|seasonality_trend|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,964.1762333836996,0.0,2892.5287001510987,0.376881878903964,8,no meaningful evidence of difference
lead_seasonality_trend|seasonality_trend|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-4970.8090841358135,-9647.959410452382,-721.4666807623835,-1.943013945414753,8,statistically worse but below practical threshold
lead_seasonality_trend|seasonality_trend|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-6019.804612685653,-10223.959587422349,-2103.138157411475,-2.3530504014828315,8,worse
lead_seasonality_trend|seasonality_trend|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,15434.798220239489,9925.772463220459,21822.067619346697,6.033228731777369,8,better
lead_seasonality_trend|seasonality_trend|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,18722.256038551517,12184.048804776448,25415.185639285355,7.318246176186729,8,better
lead_seasonality_trend|seasonality_trend|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-5488.770315484286,-11899.947179670662,571.3275917596984,-2.145477141779746,8,no meaningful evidence of difference
lead_seasonality_trend|seasonality_trend|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,76584.24477629758,64841.8313629836,90516.0828970809,29.93562075725407,8,better
lead_seasonality_trend|seasonality_trend|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,22941.228858392587,16189.545134431399,30299.4622284523,8.967378718902793,8,better
lead_seasonality_trend|seasonality_trend|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,25601.778860567792,18257.243082723227,33753.54728949342,10.007347397884638,8,better
lead_seasonality_trend|seasonality_trend|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-9926.986516372013,-14358.615224239737,-4428.045832934065,-3.880308599823916,8,worse
lead_seasonality_trend|seasonality_trend|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,27731.014205838703,18984.360777718037,38064.15830074946,10.839633228803976,8,better
lead_seasonality_trend|seasonality_trend|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,23971.93323564613,15498.390255642084,33934.37897666305,9.37026544110565,8,better
lead_seasonality_trend|seasonality_trend|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,22756.921363086374,14995.176216794143,30956.126703798123,8.89533571190674,8,better
lead_selection_bias|selection_bias|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-12740.954659002859,-16666.561748358134,-8830.680771541125,-6.181459963206104,8,worse
lead_selection_bias|selection_bias|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,15461.436882347776,8545.029759678564,21699.883022460337,7.501341588586336,8,better
lead_selection_bias|selection_bias|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,-20015.091209044753,-24976.34176682449,-15412.202178697275,-9.710613394358585,8,worse
lead_selection_bias|selection_bias|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-43022.23321771966,-51793.7552691888,-34971.83652286763,-20.872863869359612,8,worse
lead_selection_bias|selection_bias|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,12118.446410570934,5934.55352216373,18158.865888388977,5.879441007999442,8,better
lead_selection_bias|selection_bias|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,8739.689813432902,4041.5133991665643,13886.702776403024,4.240187970090758,8,better
lead_selection_bias|selection_bias|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-1224.5201347631573,-10104.468393261941,7137.924947792399,-0.5940938014271684,8,no meaningful evidence of difference
lead_selection_bias|selection_bias|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-14423.397377389414,-21501.63588451538,-7934.772545256505,-6.997721584288433,8,worse
lead_selection_bias|selection_bias|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,24368.237290811874,19620.73115784373,29056.614694854623,11.822605700948973,8,better
lead_selection_bias|selection_bias|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,5789.567985089443,2062.436599187553,10039.145208636302,2.8088933413480253,8,better
lead_selection_bias|selection_bias|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,673.5612614042984,0.43663617810307187,1806.4107383293158,0.32678806899255736,8,statistically better but below practical threshold
lead_selection_bias|selection_bias|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-5234.6348584432,-9186.009033700344,-1571.6307381045644,-2.539659441971681,8,worse
lead_selection_bias|selection_bias|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-7835.601449009806,-11489.904740750104,-5139.621683960071,-3.801556315128159,8,worse
lead_selection_bias|selection_bias|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,19161.824980547673,14455.165441746583,23253.447183818145,9.296638839815797,8,better
lead_selection_bias|selection_bias|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,20184.74957150504,14812.1047011431,25587.736849799174,9.792925623154591,8,better
lead_selection_bias|selection_bias|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-6962.645151094202,-14021.459629994333,-231.70946776729397,-3.3780288362527067,8,worse
lead_selection_bias|selection_bias|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,66045.67064329839,54351.3846867754,80719.90561546413,32.04302030351917,8,better
lead_selection_bias|selection_bias|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,25287.595026594827,21023.47514139736,29615.971002280912,12.268645514110895,8,better
lead_selection_bias|selection_bias|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,28337.946806943954,23560.382229731284,32920.287290039705,13.748568165793753,8,better
lead_selection_bias|selection_bias|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-12834.584993244813,-16548.03058729457,-8863.004047292246,-6.226886085341252,8,worse
lead_selection_bias|selection_bias|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,25246.396361362946,19371.933031771194,31716.633483427853,12.24865738084425,8,better
lead_selection_bias|selection_bias|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,24274.852700981643,18886.555977826392,30599.39805300401,11.777298805299038,8,better
lead_selection_bias|selection_bias|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,21421.643496802837,16627.99292128722,26490.350836975795,10.393022749515415,8,better
lead_sparse|sparse|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-15672.023347027278,-20978.220600873137,-9913.885463923023,-7.47184273959994,8,worse
lead_sparse|sparse|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,10624.2833362759,3053.442210315612,20572.132259639857,5.065266465715376,8,better
lead_sparse|sparse|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,-3631.101189742274,-11341.41142559631,5143.954540410177,-1.7311751303940481,8,no meaningful evidence of difference
lead_sparse|sparse|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-50805.542348949835,-57614.385242495766,-45051.63226809617,-24.222208857508114,8,worse
lead_sparse|sparse|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,10701.20759401627,3824.3399070380947,18486.137464506573,5.101941114799888,8,better
lead_sparse|sparse|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,-1297.19717203676,-4409.909343686435,1438.1164012852132,-0.6184557703298047,8,no meaningful evidence of difference
lead_sparse|sparse|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-16571.75034500403,-19503.030172162224,-13680.926005338173,-7.900799389841903,8,worse
lead_sparse|sparse|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-17793.56636623563,-21803.004350990755,-13764.346728754683,-8.483316207563329,8,worse
lead_sparse|sparse|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,20802.706653373632,15242.773152133414,28144.02911014135,9.917963317832887,8,better
lead_sparse|sparse|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,1198.2967681203227,-709.5793540481005,3186.8211728077968,0.5713037052400916,8,no meaningful evidence of difference
lead_sparse|sparse|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,506.8572716716717,-442.606350511036,1574.5638838669001,0.24165085397679523,8,no meaningful evidence of difference
lead_sparse|sparse|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-4692.862878652797,-8834.48895158073,-519.1520764151323,-2.2373839453506874,8,worse
lead_sparse|sparse|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-11714.946194927437,-15709.57347459667,-7861.736541177527,-5.58525429251456,8,worse
